item,insamplesI,pop,pop2,popMORE,popK,x_coord,y_coord,village,municipality,race_1st,common_name,in_or_ex,regenerations,farmer,seedlot,pch,cobs
166,LI35-5,MORE35in,INMORE35,MORE35,K13,-98.73311111,18.83619444,Hueyapan,Tetela_del_Volcan,conico,criollo,insitu,1,3,same,3,24
167,LI35-6,MORE35in,INMORE35,MORE35,K13,-98.73311111,18.83619444,Hueyapan,Tetela_del_Volcan,conico,criollo,insitu,1,3,same,3,24
168,LI35-7,MORE35in,INMORE35,MORE35,K13,-98.73311111,18.83619444,Hueyapan,Tetela_del_Volcan,conico,criollo,insitu,1,3,same,3,24
169,LI35-8,MORE35in,INMORE35,MORE35,K13,-98.73311111,18.83619444,Hueyapan,Tetela_del_Volcan,conico,criollo,insitu,1,3,same,3,24
170,LI35-9,MORE35in,INMORE35,MORE35,K13,-98.73311111,18.83619444,Hueyapan,Tetela_del_Volcan,conico,criollo,insitu,1,3,same,3,24
171,LI39-1,MORE39in,INMORE39,MORE39,K17,-98.72088889,18.83102778,Hueyapan,Tetela_del_Volcan,pepitilla,criollo,insitu,1,4,same,4,6
172,LI39-10,MORE39in,INMORE39,MORE39,K17,-98.72088889,18.83102778,Hueyapan,Tetela_del_Volcan,pepitilla,criollo,insitu,1,4,same,4,6
173,LI39-2,MORE39in,INMORE39,MORE39,K17,-98.72088889,18.83102778,Hueyapan,Tetela_del_Volcan,pepitilla,criollo,insitu,1,4,same,4,6
174,LI39-3,MORE39in,INMORE39,MORE39,K17,-98.72088889,18.83102778,Hueyapan,Tetela_del_Volcan,pepitilla,criollo,insitu,1,4,same,4,6
175,LI39-4,MORE39in,INMORE39,MORE39,K17,-98.72088889,18.83102778,Hueyapan,Tetela_del_Volcan,pepitilla,criollo,insitu,1,4,same,4,6
176,LI39-5,MORE39in,INMORE39,MORE39,K17,-98.72088889,18.83102778,Hueyapan,Tetela_del_Volcan,pepitilla,criollo,insitu,1,4,same,4,6
177,LI39-6,MORE39in,INMORE39,MORE39,K17,-98.72088889,18.83102778,Hueyapan,Tetela_del_Volcan,pepitilla,criollo,insitu,1,4,same,4,6
178,LI39-7,MORE39in,INMORE39,MORE39,K17,-98.72088889,18.83102778,Hueyapan,Tetela_del_Volcan,pepitilla,criollo,insitu,1,4,same,4,6
179,LI39-8,MORE39in,INMORE39,MORE39,K17,-98.72088889,18.83102778,Hueyapan,Tetela_del_Volcan,pepitilla,criollo,insitu,1,4,same,4,6
180,LI39-9,MORE39in,INMORE39,MORE39,K17,-98.72088889,18.83102778,Hueyapan,Tetela_del_Volcan,pepitilla,criollo,insitu,1,4,same,4,6
181,LI44-1,MORE44in,INMORE44,MORE44,K22,-98.90808333,18.99836111,Totolapan,Totolapan,ancho,ancho,insitu,2,5,same,5,20
182,LI44-10,MORE44in,INMORE44,MORE44,K22,-98.90808333,18.99836111,Totolapan,Totolapan,ancho,ancho,insitu,2,5,same,5,20
183,LI44-2,MORE44in,INMORE44,MORE44,K22,-98.90808333,18.99836111,Totolapan,Totolapan,ancho,ancho,insitu,2,5,same,5,20
184,LI44-3,MORE44in,INMORE44,MORE44,K22,-98.90808333,18.99836111,Totolapan,Totolapan,ancho,ancho,insitu,2,5,same,5,20
185,LI44-4,MORE44in,INMORE44,MORE44,K22,-98.90808333,18.99836111,Totolapan,Totolapan,ancho,ancho,insitu,2,5,same,5,20
186,LI44-5,MORE44in,INMORE44,MORE44,K22,-98.90808333,18.99836111,Totolapan,Totolapan,ancho,ancho,insitu,2,5,same,5,20
187,LI44-6,MORE44in,INMORE44,MORE44,K22,-98.90808333,18.99836111,Totolapan,Totolapan,ancho,ancho,insitu,2,5,same,5,20
188,LI44-7,MORE44in,INMORE44,MORE44,K22,-98.90808333,18.99836111,Totolapan,Totolapan,ancho,ancho,insitu,2,5,same,5,20
189,LI44-8,MORE44in,INMORE44,MORE44,K22,-98.90808333,18.99836111,Totolapan,Totolapan,ancho,ancho,insitu,2,5,same,5,20
190,LI44-9,MORE44in,INMORE44,MORE44,K22,-98.90808333,18.99836111,Totolapan,Totolapan,ancho,ancho,insitu,2,5,same,5,20
191,LI45-1,MORE45in,INMORE45,MORE45,K23,-98.93108333,18.97016667,Tepetlixpita,Totolapan,ancho,ancho,insitu,1,6,different,6,20
192,LI45-10,MORE45in,INMORE45,MORE45,K23,-98.93108333,18.97016667,Tepetlixpita,Totolapan,ancho,ancho,insitu,1,6,different,6,20
193,LI45-2,MORE45in,INMORE45,MORE45,K23,-98.93108333,18.97016667,Tepetlixpita,Totolapan,ancho,ancho,insitu,1,6,different,6,20
194,LI45-3,MORE45in,INMORE45,MORE45,K23,-98.93108333,18.97016667,Tepetlixpita,Totolapan,ancho,ancho,insitu,1,6,different,6,20
195,LI45-4,MORE45in,INMORE45,MORE45,K23,-98.93108333,18.97016667,Tepetlixpita,Totolapan,ancho,ancho,insitu,1,6,different,6,20
196,LI45-5,MORE45in,INMORE45,MORE45,K23,-98.93108333,18.97016667,Tepetlixpita,Totolapan,ancho,ancho,insitu,1,6,different,6,20
197,LI45-6,MORE45in,INMORE45,MORE45,K23,-98.93108333,18.97016667,Tepetlixpita,Totolapan,ancho,ancho,insitu,1,6,different,6,20
198,LI45-7,MORE45in,INMORE45,MORE45,K23,-98.93108333,18.97016667,Tepetlixpita,Totolapan,ancho,ancho,insitu,1,6,different,6,20
199,LI45-8,MORE45in,INMORE45,MORE45,K23,-98.93108333,18.97016667,Tepetlixpita,Totolapan,ancho,ancho,insitu,1,6,different,6,20
200,LI45-9,MORE45in,INMORE45,MORE45,K23,-98.93108333,18.97016667,Tepetlixpita,Totolapan,ancho,ancho,insitu,1,6,different,6,20
201,LI46-1,MORE46in,INMORE46,MORE46,K24,-98.92836111,18.96875,Tepetlixpita,Totolapan,ancho,ancho,insitu,2,7,same,7,20
202,LI46-10,MORE46in,INMORE46,MORE46,K24,-98.92836111,18.96875,Tepetlixpita,Totolapan,ancho,ancho,insitu,2,7,same,7,20
203,LI46-2,MORE46in,INMORE46,MORE46,K24,-98.92836111,18.96875,Tepetlixpita,Totolapan,ancho,ancho,insitu,2,7,same,7,20
204,LI46-3,MORE46in,INMORE46,MORE46,K24,-98.92836111,18.96875,Tepetlixpita,Totolapan,ancho,ancho,insitu,2,7,same,7,20
205,LI46-4,MORE46in,INMORE46,MORE46,K24,-98.92836111,18.96875,Tepetlixpita,Totolapan,ancho,ancho,insitu,2,7,same,7,20
206,LI46-5,MORE46in,INMORE46,MORE46,K24,-98.92836111,18.96875,Tepetlixpita,Totolapan,ancho,ancho,insitu,2,7,same,7,20
207,LI46-6,MORE46in,INMORE46,MORE46,K24,-98.92836111,18.96875,Tepetlixpita,Totolapan,ancho,ancho,insitu,2,7,same,7,20
208,LI46-7,MORE46in,INMORE46,MORE46,K24,-98.92836111,18.96875,Tepetlixpita,Totolapan,ancho,ancho,insitu,2,7,same,7,20
209,LI46-8,MORE46in,INMORE46,MORE46,K24,-98.92836111,18.96875,Tepetlixpita,Totolapan,ancho,ancho,insitu,2,7,same,7,20
210,LI46-9,MORE46in,INMORE46,MORE46,K24,-98.92836111,18.96875,Tepetlixpita,Totolapan,ancho,ancho,insitu,2,7,same,7,20
211,LI47-1,MORE47in,INMORE47,MORE47,K25,-98.93761111,19.01033333,Nepopualco,Totolapan,ancho,ancho,insitu,1,8,same,8,16
212,LI47-10,MORE47in,INMORE47,MORE47,K25,-98.93761111,19.01033333,Nepopualco,Totolapan,ancho,ancho,insitu,1,8,same,8,16
213,LI47-2,MORE47in,INMORE47,MORE47,K25,-98.93761111,19.01033333,Nepopualco,Totolapan,ancho,ancho,insitu,1,8,same,8,16
214,LI47-3,MORE47in,INMORE47,MORE47,K25,-98.93761111,19.01033333,Nepopualco,Totolapan,ancho,ancho,insitu,1,8,same,8,16
215,LI47-4,MORE47in,INMORE47,MORE47,K25,-98.93761111,19.01033333,Nepopualco,Totolapan,ancho,ancho,insitu,1,8,same,8,16
216,LI47-5,MORE47in,INMORE47,MORE47,K25,-98.93761111,19.01033333,Nepopualco,Totolapan,ancho,ancho,insitu,1,8,same,8,16
217,LI47-6,MORE47in,INMORE47,MORE47,K25,-98.93761111,19.01033333,Nepopualco,Totolapan,ancho,ancho,insitu,1,8,same,8,16
218,LI47-7,MORE47in,INMORE47,MORE47,K25,-98.93761111,19.01033333,Nepopualco,Totolapan,ancho,ancho,insitu,1,8,same,8,16
219,LI47-8,MORE47in,INMORE47,MORE47,K25,-98.93761111,19.01033333,Nepopualco,Totolapan,ancho,ancho,insitu,1,8,same,8,16
220,LI47-9,MORE47in,INMORE47,MORE47,K25,-98.93761111,19.01033333,Nepopualco,Totolapan,ancho,ancho,insitu,1,8,same,8,16
221,LI49-1,MORE49in,INMORE49,MORE49,K26,-98.95563889,18.99827778,Nepopualco,Totolapan,ancho,ancho,insitu,1,9,different,9,22
222,LI49-10,MORE49in,INMORE49,MORE49,K26,-98.95563889,18.99827778,Nepopualco,Totolapan,ancho,ancho,insitu,1,9,different,9,22
223,LI49-2,MORE49in,INMORE49,MORE49,K26,-98.95563889,18.99827778,Nepopualco,Totolapan,ancho,ancho,insitu,1,9,different,9,22
224,LI49-3,MORE49in,INMORE49,MORE49,K26,-98.95563889,18.99827778,Nepopualco,Totolapan,ancho,ancho,insitu,1,9,different,9,22
225,LI49-4,MORE49in,INMORE49,MORE49,K26,-98.95563889,18.99827778,Nepopualco,Totolapan,ancho,ancho,insitu,1,9,different,9,22
226,LI49-5,MORE49in,INMORE49,MORE49,K26,-98.95563889,18.99827778,Nepopualco,Totolapan,ancho,ancho,insitu,1,9,different,9,22
227,LI49-6,MORE49in,INMORE49,MORE49,K26,-98.95563889,18.99827778,Nepopualco,Totolapan,ancho,ancho,insitu,1,9,different,9,22
228,LI49-7,MORE49in,INMORE49,MORE49,K26,-98.95563889,18.99827778,Nepopualco,Totolapan,ancho,ancho,insitu,1,9,different,9,22
229,LI49-8,MORE49in,INMORE49,MORE49,K26,-98.95563889,18.99827778,Nepopualco,Totolapan,ancho,ancho,insitu,1,9,different,9,22
230,LI49-9,MORE49in,INMORE49,MORE49,K26,-98.95563889,18.99827778,Nepopualco,Totolapan,ancho,ancho,insitu,1,9,different,9,22
231,LI50-1,MORE50in,INMORE50,MORE50,K27,-98.95288889,19.00213889,Nepopualco,Totolapan,ancho,ancho,insitu,1,10,different,10,20
232,LI50-10,MORE50in,INMORE50,MORE50,K27,-98.95288889,19.00213889,Nepopualco,Totolapan,ancho,ancho,insitu,1,10,different,10,20
233,LI50-2,MORE50in,INMORE50,MORE50,K27,-98.95288889,19.00213889,Nepopualco,Totolapan,ancho,ancho,insitu,1,10,different,10,20
234,LI50-3,MORE50in,INMORE50,MORE50,K27,-98.95288889,19.00213889,Nepopualco,Totolapan,ancho,ancho,insitu,1,10,different,10,20
235,LI50-4,MORE50in,INMORE50,MORE50,K27,-98.95288889,19.00213889,Nepopualco,Totolapan,ancho,ancho,insitu,1,10,different,10,20
236,LI50-5,MORE50in,INMORE50,MORE50,K27,-98.95288889,19.00213889,Nepopualco,Totolapan,ancho,ancho,insitu,1,10,different,10,20
237,LI50-6,MORE50in,INMORE50,MORE50,K27,-98.95288889,19.00213889,Nepopualco,Totolapan,ancho,ancho,insitu,1,10,different,10,20
238,LI50-7,MORE50in,INMORE50,MORE50,K27,-98.95288889,19.00213889,Nepopualco,Totolapan,ancho,ancho,insitu,1,10,different,10,20
239,LI50-8,MORE50in,INMORE50,MORE50,K27,-98.95288889,19.00213889,Nepopualco,Totolapan,ancho,ancho,insitu,1,10,different,10,20
240,LI50-9,MORE50in,INMORE50,MORE50,K27,-98.95288889,19.00213889,Nepopualco,Totolapan,ancho,ancho,insitu,1,10,different,10,20
241,LI75-1,MORE75in,INMORE75,MORE75,K51,-99.13141667,18.94558333,Tepoztlan,Tepoztlan,ancho,ancho,insitu,1,11,same,11,20
242,LI75-10,MORE75in,INMORE75,MORE75,K51,-99.13141667,18.94558333,Tepoztlan,Tepoztlan,ancho,ancho,insitu,1,11,same,11,20
243,LI75-2,MORE75in,INMORE75,MORE75,K51,-99.13141667,18.94558333,Tepoztlan,Tepoztlan,ancho,ancho,insitu,1,11,same,11,20
244,LI75-3,MORE75in,INMORE75,MORE75,K51,-99.13141667,18.94558333,Tepoztlan,Tepoztlan,ancho,ancho,insitu,1,11,same,11,20
245,LI75-4,MORE75in,INMORE75,MORE75,K51,-99.13141667,18.94558333,Tepoztlan,Tepoztlan,ancho,ancho,insitu,1,11,same,11,20
246,LI75-5,MORE75in,INMORE75,MORE75,K51,-99.13141667,18.94558333,Tepoztlan,Tepoztlan,ancho,ancho,insitu,1,11,same,11,20
247,LI75-6,MORE75in,INMORE75,MORE75,K51,-99.13141667,18.94558333,Tepoztlan,Tepoztlan,ancho,ancho,insitu,1,11,same,11,20
248,LI75-7,MORE75in,INMORE75,MORE75,K51,-99.13141667,18.94558333,Tepoztlan,Tepoztlan,ancho,ancho,insitu,1,11,same,11,20
249,LI75-8,MORE75in,INMORE75,MORE75,K51,-99.13141667,18.94558333,Tepoztlan,Tepoztlan,ancho,ancho,insitu,1,11,same,11,20
250,LI75-9,MORE75in,INMORE75,MORE75,K51,-99.13141667,18.94558333,Tepoztlan,Tepoztlan,ancho,ancho,insitu,1,11,same,11,20
251,LI87-1,MORE87in,INMORE87,MORE87,K62,-99.25333333,18.75038889,Alpuyeca,Xochitepec,ancho,ancho,insitu,1,12,same,12,20
252,LI87-10,MORE87in,INMORE87,MORE87,K62,-99.25333333,18.75038889,Alpuyeca,Xochitepec,ancho,ancho,insitu,1,12,same,12,20
253,LI87-2,MORE87in,INMORE87,MORE87,K62,-99.25333333,18.75038889,Alpuyeca,Xochitepec,ancho,ancho,insitu,1,12,same,12,20
254,LI87-3,MORE87in,INMORE87,MORE87,K62,-99.25333333,18.75038889,Alpuyeca,Xochitepec,ancho,ancho,insitu,1,12,same,12,20
255,LI87-4,MORE87in,INMORE87,MORE87,K62,-99.25333333,18.75038889,Alpuyeca,Xochitepec,ancho,ancho,insitu,1,12,same,12,20
256,LI87-5,MORE87in,INMORE87,MORE87,K62,-99.25333333,18.75038889,Alpuyeca,Xochitepec,ancho,ancho,insitu,1,12,same,12,20
257,LI87-6,MORE87in,INMORE87,MORE87,K62,-99.25333333,18.75038889,Alpuyeca,Xochitepec,ancho,ancho,insitu,1,12,same,12,20
258,LI87-7,MORE87in,INMORE87,MORE87,K62,-99.25333333,18.75038889,Alpuyeca,Xochitepec,ancho,ancho,insitu,1,12,same,12,20
259,LI87-8,MORE87in,INMORE87,MORE87,K62,-99.25333333,18.75038889,Alpuyeca,Xochitepec,ancho,ancho,insitu,1,12,same,12,20
260,LI87-9,MORE87in,INMORE87,MORE87,K62,-99.25333333,18.75038889,Alpuyeca,Xochitepec,ancho,ancho,insitu,1,12,same,12,20
